trader1,trader2,market_maker
0.2904130220413208,0.29435455799102783,-0.008901990950107574
0.3002832531929016,0.2979928255081177,-0.011355604976415634
0.29949283599853516,0.29396381974220276,-0.016569532454013824
0.3349470794200897,0.32930052280426025,-0.010128796100616455
0.35315054655075073,0.3318203091621399,-0.011662304401397705
0.32345864176750183,0.3040686845779419,0.019007857888936996
0.3284878730773926,0.31230026483535767,0.023608382791280746
0.32417944073677063,0.31471896171569824,0.018087754026055336
0.2966855764389038,0.290696918964386,0.028208907693624496
0.30020952224731445,0.2919365465641022,0.025141892954707146
0.2808048725128174,0.2857346534729004,0.030049115419387817
0.2984751760959625,0.30226337909698486,0.019621262326836586
0.2672201991081238,0.29524800181388855,0.017781050875782967
0.3078880310058594,0.29696589708328247,-0.005834975279867649
0.2961159944534302,0.2990221381187439,0.007966600358486176
0.29928064346313477,0.30282989144325256,0.0018325663404539227
0.31297922134399414,0.29951128363609314,-0.0033813605550676584
0.3198530673980713,0.31477659940719604,-0.014115920290350914
0.2965221405029297,0.288845419883728,-0.007368483580648899
0.3122084140777588,0.3064093589782715,-0.018716443330049515
0.3150554597377777,0.31717509031295776,-0.021476758643984795
0.3014374375343323,0.3023797273635864,-0.023930370807647705
0.3013424873352051,0.30994755029678345,-0.021170057356357574
0.32448846101760864,0.33258795738220215,-0.027610789984464645
0.30773013830184937,0.30157434940338135,-0.018409743905067444
0.30225223302841187,0.30484724044799805,-0.023010266944766045
0.30861547589302063,0.31403568387031555,-0.016262831166386604
0.3117138743400574,0.29556113481521606,-0.008901990950107574
0.3119833171367645,0.3040338158607483,0.000605760607868433
0.307025671005249,0.304374635219574,-0.0006210464052855968
0.3152157962322235,0.31700432300567627,-0.005528273060917854
0.3241408169269562,0.31868064403533936,0.0030593720730394125
0.326660692691803,0.3331559896469116,-0.015956129878759384
0.32941943407058716,0.3328968286514282,-0.017182935029268265
0.3338674306869507,0.33833199739456177,-0.013195814564824104
0.32303398847579956,0.3305564522743225,-0.013502515852451324
0.33260393142700195,0.3320072889328003,-0.019943250343203545
0.33933770656585693,0.32996100187301636,-0.01534272637218237
0.3247024118900299,0.3388780355453491,-0.00828858744353056
0.31898072361946106,0.31780490279197693,0.0067397914826869965
0.3018466532230377,0.3045823872089386,0.012873824685811996
0.3173351287841797,0.3217069208621979,0.008273300714790821
0.3093515634536743,0.3299795985221863,-0.004608167335391045
0.33945077657699585,0.3420439660549164,-0.018716443330049515
0.326924592256546,0.33571213483810425,-0.019329847767949104
0.33796295523643494,0.3514084815979004,-0.027610791847109795
0.3518184423446655,0.3317221999168396,-0.024543773382902145
0.3469071090221405,0.3548469841480255,-0.029450999572873116
0.3557133674621582,0.3461170196533203,-0.023930370807647705
