dist,trader1,trader2,mm,capture
0.0,0.3275824189186096,-0.35131919384002686,1.0150644779205322,0.23828125
0.1,0.26592057943344116,-0.2612672448158264,0.9867988228797913,0.25
0.2,0.44983306527137756,-0.3162692189216614,0.8493964672088623,0.22265625
0.4,0.5092939138412476,-0.10462894290685654,0.6218973994255066,0.22265625
0.6,0.44561767578125,0.0914483442902565,0.5266972780227661,0.177734375
0.8,0.5491628646850586,0.3656471073627472,0.2560146152973175,0.150390625
