dist,trader1,trader2,mm,capture
0.0,0.15218175947666168,0.41612643003463745,0.13883008062839508,0.080078125
0.1,0.15041708946228027,0.42653587460517883,0.1727880835533142,0.0859375
0.2,0.19805650413036346,0.4031207263469696,0.1433447301387787,0.078125
0.4,0.12258323282003403,0.4435584247112274,0.23834863305091858,0.09765625
0.6,0.22288240492343903,0.4549623131752014,0.1551220715045929,0.072265625
0.8,0.2280351221561432,0.4813719093799591,0.16866599023342133,0.08203125
